datum,avd,bana,häst,kusk,streck,vodds,podds,kr,spår,dist,lopp_dist,start,ålder,kön,plac,pris,h1_dat,h1_kusk,h1_bana,h1_spår,h1_plac,h1_pris,h1_odds,h1_kmtid,h2_dat,h2_kusk,h2_bana,h2_spår,h2_plac,h2_pris,h2_odds,h2_kmtid,h3_dat,h3_kusk,h3_bana,h3_spår,h3_plac,h3_pris,h3_odds,h3_kmtid,h4_dat,h4_kusk,h4_bana,h4_spår,h4_plac,h4_pris,h4_odds,h4_kmtid,h5_dat,h5_kusk,h5_bana,h5_spår,h5_plac,h5_pris,h5_odds,h5_kmtid,h1_dist,h2_dist,h3_dist,h4_dist,h5_dist,bins,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,startnr,proba,f,spela,insats,prob_order,poäng
2022-01-08,4,MANTORP,3124.0,Mika Forss,1.0,47.2,7.96,15545.0,7.0,2140.0,2140.0,1,5,s,15,1.0,2021-12-31 00:00:00,Tova Bengtsson,Axevalla-11,2.0,20.0,100.0,67.77,30.0,2021-12-23 00:00:00,Victor Rosleff,Halmstad-10,2.0,6.0,100.0,44.03,15.3,2021-12-08 00:00:00,Tova Bengtsson,Jägersro-3,2.0,1.0,40.0,5.27,17.1,2021-05-10 00:00:00,Ulf Ohlsson,Mantorp-9,2.0,1.0,50.0,19.55,15.0,2021-03-23 00:00:00,Ola Samuelsson,Axevalla-2,2.0,1.0,25.0,5.13,16.6,2140.0,2140.0,2160.0,2140.0,2640.0,25,0,1,0,1,1,0.820849986238988,900.1713130052182,6935.717076596412,7754.367427987846,5483.165792142293,8.0,8.0,15.0,212.0,48.0,7.0,0.01520386901997771,-0.006112064551018441,False,-0.0,9,15
2022-01-08,4,MANTORP,7342.0,Kajsa Frick,1.0,52.02,9.14,6512.0,6.0,2140.0,2140.0,1,6,s,2,1.0,2021-12-28 00:00:00,Kajsa Frick,Romme-1,3.0,3.0,35.0,10.45,17.2,2021-12-17 00:00:00,Kajsa Frick,Bollnäs-6,3.0,6.0,40.0,11.79,17.7,2021-12-07 00:00:00,Kajsa Frick,Gävle-7,3.0,4.0,25.0,35.13,15.9,2021-11-24 00:00:00,Kajsa Frick,Bollnäs-3,3.0,4.0,30.0,51.15,16.4,2021-08-15 00:00:00,Ida Riesterer,Solvalla-6,3.0,4.0,10.0,26.4,16.6,2160.0,2140.0,2140.0,2140.0,2140.0,26,0,1,1,1,1,2386.7169291026403,569.3183266881678,1223.459661321102,1340.2329094063966,773.7838310225784,11.0,11.0,10.0,13.0,101.0,6.0,0.014565679185930836,-0.004748988019362561,False,-0.0,10,15
2022-01-08,4,MANTORP,412.0,Jim Oscarsson,0.0,113.51,17.17,26970.0,1.0,2180.0,2140.0,1,5,s,7,0.0,2021-12-21 00:00:00,Jim Oscarsson,Jägersro-10,5.0,15.0,35.0,75.64,12.3,2021-12-10 00:00:00,Jim Oscarsson,Kalmar-8,5.0,6.0,35.0,13.91,17.3,2021-12-03 00:00:00,Markus Niklasson,Kalmar-2,5.0,2.0,50.0,52.01,15.4,2021-11-14 00:00:00,Jim Oscarsson,Åby-9,5.0,2.0,50.0,98.47,15.1,2021-11-05 00:00:00,Jim Oscarsson,Kalmar-4,5.0,2.0,25.0,53.09,14.7,1640.0,2180.0,2180.0,3160.0,1640.0,29,1,0,0,0,1,5.916079783099616,532.5485306196407,4703.261591751624,4703.261591751624,3325.708165221809,18.0,11.0,7.0,19.0,9.0,14.0,0.013114044621548214,0.004342504710620725,True,0.868500942124145,11,15
2022-01-08,4,MANTORP,2470.0,Niclas Stenquist,0.0,132.8,21.72,4585.0,1.0,2160.0,2140.0,1,8,s,15,0.0,2021-12-17 00:00:00,Örjan Kihlström,Solvalla-3,3.0,5.0,60.0,8.17,15.8,2021-12-07 00:00:00,Magnus Jakobsson,Axevalla-8,3.0,20.0,35.0,9.01,30.0,2021-11-27 00:00:00,Marc Elias,Axevalla-2,3.0,2.0,15.0,16.33,14.6,2021-11-23 00:00:00,Magnus Jakobsson,Eskilstuna-3,3.0,2.0,25.0,35.54,15.0,2021-10-26 00:00:00,Malin Kullberg,Axevalla-6,3.0,2.0,10.0,27.93,17.1,2660.0,2140.0,1660.0,2140.0,1640.0,29,0,0,0,0,1,1149.6033871246218,0.4856214008546075,2576.0824676500183,3325.708165221809,2103.362527024099,22.0,10.0,10.0,4.0,28.0,9.0,0.012987232870736201,0.0054985168834125004,True,1.0997033766825002,12,15
2022-01-08,4,MANTORP,5919.0,Anders Källberg,0.0,109.76,17.0,8852.0,3.0,2160.0,2140.0,1,9,s,6,0.0,2021-12-18 00:00:00,Anders Källberg,Kalmar-7,3.0,5.0,25.0,19.55,15.4,2021-12-04 00:00:00,Anders Källberg,Färjestad-4,3.0,2.0,10.0,2.88,16.1,2021-10-24 00:00:00,Anders Källberg,Åby-6,3.0,7.0,10.0,10.23,14.5,2021-10-13 00:00:00,Anders Källberg,Solvalla-9,3.0,7.0,60.0,70.2,15.9,2021-09-28 00:00:00,Anders Källberg,Eskilstuna-8,3.0,7.0,35.0,69.64,14.2,2140.0,2160.0,2140.0,2640.0,2660.0,29,1,0,1,1,0,742.065795512883,2103.362527024099,172.6545101363335,422.9154516242031,323.00701160572424,21.0,14.0,41.0,11.0,15.0,11.0,0.012987232870736201,0.003912087898970261,True,0.7824175797940522,13,15
2022-01-08,4,MANTORP,6432.0,Ralf Karlstedt,0.0,108.6,17.24,6455.0,2.0,2160.0,2140.0,1,7,s,8,0.0,2021-12-20 00:00:00,Ralf Karlstedt,Mantorp-9,4.0,15.0,50.0,33.8,14.1,2021-12-05 00:00:00,Jesper Ljungeskog,Mantorp-4,4.0,4.0,40.0,31.74,15.9,2021-11-22 00:00:00,Jesper Ljungeskog,Mantorp-4,4.0,2.0,30.0,59.71,14.9,2021-09-27 00:00:00,Ralf Karlstedt,Mantorp-4,4.0,2.0,30.0,61.45,15.2,2021-08-29 00:00:00,Oscar Ginman,Tingsryd-3,4.0,2.0,22.0,13.05,13.2,1640.0,2640.0,2140.0,2140.0,1609.0,29,1,1,1,0,1,7.071067811865476,1547.5676620451568,3643.130763542206,3643.130763542206,3119.790798145967,19.0,15.0,13.0,56.0,29.0,10.0,0.012987232870736201,0.003814251763586909,True,0.7628503527173818,14,15
2022-01-08,4,MANTORP,5560.0,Claes Sjöström,0.0,75.79,9.25,5254.0,1.0,2140.0,2140.0,1,7,s,15,0.0,2021-12-29 00:00:00,Claes Sjöström,Örebro-10,2.0,15.0,100.0,96.06,15.4,2021-12-17 00:00:00,Zeb Jonasson,Solvalla-4,2.0,6.0,50.0,55.25,16.5,2021-12-06 00:00:00,Mats L Andersson,Eskilstuna-9,2.0,3.0,10.0,10.75,15.0,2021-11-27 00:00:00,Emma Smedeby,Solvalla-12,2.0,3.0,60.0,74.68,16.1,2021-11-14 00:00:00,Emma Smedeby,Solvalla-1,2.0,3.0,10.0,,16.2,2140.0,2140.0,1640.0,2140.0,2140.0,29,0,1,1,1,1,10.0,636.517239655588,1275.7538611307589,3124.9459971558285,1275.7538611307589,10.0,12.0,11.0,9.0,13.0,1.0,0.012987232870736201,-0.0002098892997312899,False,-0.0,15,15
2022-01-08,5,MANTORP,6151.0,Örjan Kihlström,27.0,4.53,1.77,13640.0,4.0,1640.0,1640.0,0,5,v,2,27.0,2021-12-22 00:00:00,Örjan Kihlström,Solvalla-10,4.0,1.0,60.0,3.59,13.0,2021-12-10 00:00:00,Kim Eriksson,Solvalla-7,4.0,15.0,40.0,5.68,18.3,2021-12-01 00:00:00,Magnus A Djuse,Solvalla-10,4.0,5.0,110.0,13.36,12.6,2021-11-17 00:00:00,Magnus A Djuse,Solvalla-7,4.0,5.0,60.0,10.93,12.1,2021-11-07 00:00:00,Magnus A Djuse,Eskilstuna-8,4.0,5.0,100.0,39.17,13.2,1640.0,1640.0,1640.0,1640.0,1640.0,4,1,1,1,1,1,8494.48391898452,6.324555320336759,1556.570344516668,1149.6033871246218,1484.131591025766,17.0,12.0,9.0,14.0,10.0,4.0,0.2678877153100346,0.06049046752250897,True,12.098093504501794,1,1
2022-01-08,5,MANTORP,3656.0,Magnus Jakobsson,23.0,4.47,1.9,18933.0,2.0,1640.0,1640.0,0,7,s,5,23.0,2021-12-20 00:00:00,Magnus Jakobsson,Mantorp-6,4.0,1.0,50.0,2.64,14.3,2021-12-11 00:00:00,Johan Untersteiner,Åby-8,4.0,15.0,110.0,28.66,22.1,2021-11-18 00:00:00,Johnny Takter,Åby-5,4.0,1.0,40.0,3.4,14.8,2021-11-06 00:00:00,Magnus Jakobsson,Eskilstuna-9,4.0,1.0,110.0,32.61,13.4,2021-09-25 00:00:00,Robert Bergh,Solvalla-6,4.0,1.0,220.0,45.15,12.9,2140.0,2160.0,2160.0,2140.0,2140.0,4,1,0,0,1,1,7754.367427987846,10.488088481701515,6935.717076596412,11501.58559756547,16265.698340872146,19.0,9.0,23.0,12.0,42.0,2.0,0.23403492731856948,0.013295713289338778,True,2.6591426578677555,2,2
2022-01-08,5,MANTORP,1730.0,Kim Eriksson,17.0,6.51,2.14,15583.0,3.0,1640.0,1640.0,0,6,v,20,17.0,2021-12-20 00:00:00,Kim Eriksson,Mantorp-9,3.0,1.0,50.0,2.22,13.2,2021-12-11 00:00:00,Kim Eriksson,Åby-9,3.0,6.0,110.0,35.24,13.3,2021-12-03 00:00:00,Kim Eriksson,Solvalla-4,3.0,2.0,40.0,6.79,14.0,2021-11-19 00:00:00,Kim Eriksson,Solvalla-6,3.0,2.0,40.0,1.88,30.0,2021-10-18 00:00:00,Kim Eriksson,Åby-4,3.0,2.0,30.0,3.38,14.1,1640.0,1640.0,2140.0,2140.0,2140.0,7,1,1,1,1,1,7754.367427987846,944.107637948816,4206.725054048198,4206.725054048198,3643.130763542206,19.0,9.0,8.0,14.0,32.0,3.0,0.15174887915743293,-0.0021986926833233427,False,-0.0,3,3
2022-01-08,5,MANTORP,718.0,Ulf Ohlsson,16.0,3.79,1.89,17047.0,5.0,1640.0,1640.0,0,6,v,3,16.0,2021-12-26 00:00:00,Kim Eriksson,Solvalla-10,8.0,8.0,220.0,42.63,14.4,2021-12-11 00:00:00,Magnus A Djuse,Åby-9,8.0,2.0,110.0,22.19,12.9,2021-12-01 00:00:00,Kim Eriksson,Solvalla-10,8.0,4.0,110.0,23.36,12.4,2021-11-08 00:00:00,Ulf Ohlsson,Mantorp-2,8.0,4.0,25.0,3.25,12.1,2021-10-25 00:00:00,Magnus A Djuse,Mantorp-1,8.0,4.0,25.0,,15.3,2140.0,1640.0,1640.0,1640.0,2140.0,3,1,1,1,1,1,491.18152943108606,6976.064300232707,2566.350636345657,1223.459661321102,1223.459661321102,13.0,15.0,10.0,23.0,14.0,5.0,0.15139910748128474,-0.15275891851108633,False,-0.0,4,3
2022-01-08,5,MANTORP,10004.0,Johan Untersteiner,4.0,15.79,4.08,20705.0,10.0,1640.0,1640.0,0,5,s,6,4.0,2021-12-23 00:00:00,Stefan Persson,Halmstad-9,7.0,20.0,100.0,16.82,30.0,2021-11-07 00:00:00,Johan Untersteiner,Eskilstuna-9,7.0,15.0,800.0,54.89,13.6,2021-10-24 00:00:00,Johan Untersteiner,Solvalla-2,7.0,2.0,200.0,64.71,13.2,2021-09-06 00:00:00,Ulf Ohlsson,Halmstad-6,7.0,2.0,30.0,7.18,12.1,2021-08-24 00:00:00,Stefan Persson,Jägersro-8,7.0,2.0,100.0,116.97,12.7,2140.0,2140.0,2140.0,1640.0,2140.0,15,0,1,1,1,1,0.820849986238988,28.284271247461906,9406.523183503248,3643.130763542206,6651.416330443618,16.0,46.0,14.0,48.0,13.0,10.0,0.052400811507125354,-0.011669451406524051,False,-0.0,5,15
2022-01-08,5,MANTORP,3018.0,Tyler Mifsud,4.0,13.81,3.46,16020.0,9.0,1640.0,1640.0,0,5,v,1,4.0,2021-12-21 00:00:00,Tyler Mifsud,Jägersro-9,3.0,1.0,35.0,6.34,14.5,2021-11-30 00:00:00,Tyler Mifsud,Jägersro-6,3.0,15.0,50.0,8.55,16.9,2021-11-14 00:00:00,Tyler Mifsud,Åby-7,3.0,1.0,35.0,1.83,12.9,2021-10-20 00:00:00,Tyler Mifsud,Jägersro-6,3.0,1.0,60.0,17.9,13.3,2021-10-04 00:00:00,Tyler Mifsud,Halmstad-9,3.0,1.0,30.0,7.1,14.8,2140.0,2160.0,1640.0,1640.0,2160.0,14,1,0,1,1,0,6487.769258055282,7.071067811865476,6487.769258055282,8494.48391898452,6006.507181794034,18.0,21.0,16.0,25.0,16.0,9.0,0.05142042724885652,-0.022629500366377158,False,-0.0,6,15
2022-01-08,5,MANTORP,6472.0,Gustav Johansson,3.0,21.44,3.97,13885.0,1.0,1640.0,1640.0,0,6,v,4,3.0,2021-12-10 00:00:00,Gustav Johansson,Kalmar-7,1.0,2.0,30.0,2.76,15.5,2021-11-20 00:00:00,Gustav Johansson,Jägersro-9,1.0,3.0,110.0,24.86,12.7,2021-11-02 00:00:00,Axel Ritzman,Jägersro-9,1.0,1.0,30.0,4.37,14.8,2021-10-20 00:00:00,Axel Ritzman,Jägersro-5,1.0,1.0,30.0,29.59,15.5,2021-08-31 00:00:00,Gustav Johansson,Vaggeryd-1,1.0,1.0,22.0,5.42,30.0,1640.0,1640.0,2140.0,2160.0,1640.0,18,1,1,1,0,1,3643.130763542206,4231.196882217894,6006.507181794034,6006.507181794034,5143.665449037786,29.0,20.0,18.0,13.0,50.0,1.0,0.026157997331895652,-0.0214859362624343,False,-0.0,7,15
2022-01-08,5,MANTORP,7818.0,Torbjörn Jansson,3.0,16.02,4.19,14962.0,7.0,1640.0,1640.0,0,5,v,15,3.0,2021-12-10 00:00:00,Anders Eriksson,Solvalla-7,7.0,3.0,40.0,3.27,17.4,2021-11-27 00:00:00,Magnus A Djuse,Solvalla-11,7.0,20.0,220.0,17.44,30.0,2021-11-06 00:00:00,Örjan Kihlström,Eskilstuna-9,7.0,2.0,110.0,40.17,12.6,2021-10-23 00:00:00,Örjan Kihlström,Örebro-11,7.0,2.0,110.0,21.5,30.0,2021-10-15 00:00:00,Per Lennartsson,Solvalla-6,7.0,2.0,40.0,5.16,14.3,1640.0,2140.0,2140.0,1609.0,2140.0,15,1,1,1,1,1,2551.5077222615173,1.2175172852156155,6976.064300232707,6976.064300232707,4206.725054048198,29.0,13.0,21.0,14.0,8.0,7.0,0.025467546462107363,-0.03941477401311851,False,-0.0,8,15
2022-01-08,5,MANTORP,9513.0,Jorma Kontio,1.0,60.19,10.6,11852.0,8.0,1640.0,1640.0,0,8,v,15,1.0,2021-12-29 00:00:00,Jorma Kontio,Örebro-3,1.0,2.0,30.0,7.0,14.9,2021-12-13 00:00:00,Juhani Partanen,Eskilstuna-3,1.0,2.0,25.0,15.61,16.5,2021-12-02 00:00:00,Juhani Partanen,Örebro-8,1.0,1.0,10.0,7.55,15.6,2021-11-25 00:00:00,Jorma Kontio,Örebro-8,1.0,1.0,25.0,6.21,17.0,2021-10-08 00:00:00,Jorma Kontio,Eskilstuna-5,1.0,1.0,25.0,3.7,14.1,1609.0,2640.0,1660.0,2180.0,2140.0,27,1,0,0,0,1,3643.130763542206,3325.708165221809,3467.858538298206,5483.165792142293,5483.165792142293,10.0,16.0,11.0,7.0,48.0,8.0,0.014565679185930836,-0.002082983101855431,False,-0.0,9,15
2022-01-08,5,MANTORP,3753.0,Stefan Persson,1.0,51.89,8.23,12713.0,6.0,1640.0,1640.0,0,5,v,15,1.0,2021-12-23 00:00:00,Carl Johan Jepson,Halmstad-6,5.0,15.0,100.0,9.09,13.3,2021-11-29 00:00:00,Carl Johan Jepson,Färjestad-9,5.0,2.0,30.0,5.97,14.5,2021-11-08 00:00:00,Carl Johan Jepson,Mantorp-2,5.0,3.0,25.0,1.5,12.4,2021-10-25 00:00:00,Carl Johan Jepson,Årjäng-4,5.0,3.0,22.0,2.82,12.9,2021-10-07 00:00:00,Carl Johan Jepson,Örebro-5,5.0,3.0,25.0,2.51,13.5,1640.0,2140.0,1640.0,1640.0,1640.0,26,1,0,1,1,0,10.0,3643.130763542206,2017.143967463676,1892.2487709648767,2017.143967463676,16.0,24.0,21.0,14.0,18.0,6.0,0.014565679185930836,-0.004798327904147159,False,-0.0,10,15
2022-01-08,5,MANTORP,4503.0,Hans Crebas,1.0,52.13,8.96,10485.0,11.0,1640.0,1640.0,0,6,s,6,1.0,2021-12-29 00:00:00,Hans Crebas,Örebro-3,2.0,1.0,30.0,2.63,14.8,2021-12-20 00:00:00,Hans Crebas,Mantorp-9,2.0,3.0,50.0,20.15,13.4,2021-12-05 00:00:00,Hans Crebas,Mantorp-10,2.0,15.0,40.0,8.18,15.2,2021-11-08 00:00:00,Hans Crebas,Mantorp-1,2.0,15.0,25.0,4.31,15.4,2021-11-03 00:00:00,Julian Cordeau,Åby-4,2.0,15.0,40.0,10.02,12.7,1609.0,1640.0,2140.0,2140.0,1640.0,26,1,1,1,0,1,6006.507181794034,2852.672356046204,6.324555320336759,5.0,6.324555320336759,10.0,9.0,15.0,27.0,5.0,11.0,0.014565679185930836,-0.004707434853069146,False,-0.0,11,15
2022-01-08,5,MANTORP,7659.0,Rikard N Skoglund,0.0,60.35,9.62,11643.0,12.0,1640.0,1640.0,0,6,v,8,0.0,2021-12-22 00:00:00,Gustav Johansson,Åby-5,5.0,5.0,40.0,2.66,13.5,2021-10-23 00:00:00,André Eklundh,Örebro-11,5.0,15.0,110.0,49.4,12.6,2021-08-30 00:00:00,Mats E Djuse,Romme-7,5.0,1.0,60.0,5.21,12.4,2021-08-12 00:00:00,André Eklundh,Åby-9,5.0,1.0,40.0,7.63,12.0,2021-07-17 00:00:00,André Eklundh,Årjäng-4,5.0,1.0,30.0,2.27,12.3,1640.0,1609.0,1640.0,1640.0,1640.0,27,1,1,1,1,1,938.6472350101868,10.488088481701515,8494.48391898452,6935.717076596412,6006.507181794034,17.0,60.0,54.0,18.0,26.0,12.0,0.012987232870736201,-0.0036431423125706857,False,-0.0,12,15
2022-01-08,6,MANTORP,4995.0,Örjan Kihlström,27.0,3.77,1.78,19630.0,1.0,2160.0,2140.0,1,5,s,4,27.0,2021-12-23 00:00:00,Peter Untersteiner,Halmstad-9,4.0,1.0,100.0,21.17,14.7,2021-11-24 00:00:00,Stefan Persson,Solvalla-2,4.0,3.0,40.0,20.0,14.0,2021-11-03 00:00:00,Johan Untersteiner,Åby-7,4.0,20.0,50.0,10.07,30.0,2021-10-06 00:00:00,Johan Untersteiner,Åby-9,4.0,20.0,60.0,3.64,13.2,2021-09-15 00:00:00,Johan Untersteiner,Åby-8,4.0,20.0,40.0,1.71,13.4,2140.0,2140.0,1640.0,1640.0,1640.0,3,0,1,1,1,1,10966.331584284586,2551.5077222615173,0.5804285916064725,0.6358276652876376,0.5191511147666147,16.0,29.0,21.0,28.0,21.0,7.0,0.2889522104880268,0.032256257595617704,True,6.451251519123541,1,1
2022-01-08,6,MANTORP,2378.0,Ulf Ohlsson,15.0,7.36,2.63,15223.0,5.0,2160.0,2140.0,1,4,s,5,15.0,2021-12-29 00:00:00,Victor Rosleff,Örebro-10,1.0,1.0,100.0,2.16,14.3,2021-12-17 00:00:00,Victor Rosleff,Solvalla-3,1.0,1.0,60.0,2.66,15.9,2021-12-11 00:00:00,Victor Rosleff,Åby-8,1.0,7.0,110.0,12.96,15.2,2021-11-27 00:00:00,Victor Rosleff,Axevalla-6,1.0,7.0,60.0,16.15,15.3,2021-10-19 00:00:00,Victor Rosleff,Axevalla-7,1.0,7.0,30.0,19.94,16.4,2140.0,2640.0,2140.0,2140.0,2140.0,8,0,0,0,1,0,10966.331584284586,8494.48391898452,572.6302284848314,422.9154516242031,299.0463837120453,10.0,12.0,6.0,14.0,39.0,11.0,0.14247722122071718,0.007646595626490344,True,1.5293191252980687,2,3
2022-01-08,6,MANTORP,4519.0,Dante Kolgjini,14.0,6.29,2.32,16500.0,3.0,2140.0,2140.0,1,4,s,1,14.0,2021-12-23 00:00:00,Adrian Kolgjini,Halmstad-10,11.0,3.0,100.0,25.95,14.9,2021-11-27 00:00:00,Adrian Kolgjini,Solvalla-2,11.0,3.0,125.0,3.42,15.3,2021-11-14 00:00:00,Adrian Kolgjini,Åby-6,11.0,2.0,50.0,8.34,16.1,2021-10-28 00:00:00,Adrian Kolgjini,Åby-3,11.0,2.0,50.0,8.42,16.1,2021-10-20 00:00:00,Adrian Kolgjini,Jägersro-3,11.0,2.0,30.0,2.34,30.0,2140.0,2140.0,2140.0,2140.0,2140.0,6,1,1,0,0,0,4034.287934927351,4510.471031652402,4703.261591751624,4703.261591751624,3643.130763542206,16.0,26.0,13.0,17.0,8.0,3.0,0.12348579439439658,-0.04220687207169102,False,-0.0,3,3
